1K,1,Cycles,790856426,777726395,808908757,794959911,790827776,778908457,783123069,817966372,809455391,766068461,
1K,1,Bitrate,9927690.947125109,9481164.008830022,8411196.662913097,5553537.799903022,7161262.6861192165,8376337.9736713795,7093257.301403798,10037901.947998831,7315251.941239089,8903793.306037834,
1K,2,Cycles,802672821,818766883,773631042,803676207,795877382,806526140,782072184,780067155,781531682,790575072,
1K,2,Bitrate,4719096.053838759,6574768.15308075,6424782.791323859,6622925.66846569,7002188.377420012,4442686.626325317,3627889.1741104424,5056620.804709345,9362326.530790191,6972349.506493507,
1K,3,Cycles,785247139,817618228,798327590,836345993,794073512,792720508,795125507,795264053,815004343,807245512,
1K,3,Bitrate,6855494.4868316045,2554437.4669541297,4716504.9235415235,4884807.843048052,4768874.166273422,5022619.261511475,4947406.532469402,5932275.270718232,5453926.725079365,5165324.46903187,
1K,4,Cycles,803084004,835082501,812270634,815810332,805228837,807894367,813234952,826566117,804443486,801348375,
1K,4,Bitrate,4705524.290331416,4938163.030755964,2971267.5863023177,3805065.1570321154,2171231.4924486573,4205598.3314565485,3053384.7301164134,3976821.5703703705,4179508.37708308,2812222.8161728596,
1K,5,Cycles,808761494,817542912,838331066,829834955,830335055,864060252,824761758,823955402,832081575,834978898,
1K,5,Bitrate,1085615.7462243286,4325244.004028197,3517221.657078514,2943522.5193180847,3764625.656623206,4633815.019285233,2566457.9002091424,5248165.322743241,3959407.5095644156,3077450.816659203,
1K,6,Cycles,861798217,835343084,848872405,849416444,823869168,832627338,877898341,816263879,842380076,842242173,
1K,6,Bitrate,4654529.7166079655,2851430.569958506,3430485.0607028753,1938052.8156128377,2861403.928047968,3565027.844781075,4266700.405811499,3821145.28113879,5629975.154514173,4630692.502425876,
1K,7,Cycles,832188351,847357933,891510965,850015893,838454537,841842973,845945379,853999826,849845832,848488849,
1K,7,Bitrate,3199826.631402496,2416466.5847105985,4025745.561570006,3500737.4801833928,3019574.5116442568,2437379.4685394056,4334519.789075312,2346495.8251724374,2356635.0046639233,2122281.5545398393,
1K,8,Cycles,849738076,856757219,860818691,854885904,852083022,890304366,868458147,875013962,870166542,846707814,
1K,8,Bitrate,1552351.060269269,3231728.589917231,2812222.8161728596,2375206.578736347,2345855.012494026,1756453.2444535324,3963518.0952820396,2809233.7803940806,1948714.7441016333,1963189.2565421094,
10K,1,Cycles,774456248,769702786,757170707,769700473,770904434,781339195,808808996,769812297,774615166,783644722,
10K,1,Bitrate,70308447.65295683,49739053.804284886,114570651.4438146,88373812.67489712,61920595.364930615,83155223.54307841,89525112.99635227,92464312.0775027,69893690.74043939,110873631.39077121,
10K,2,Cycles,779175209,805774248,802796399,805103647,809387827,791802165,781618525,762969923,791219873,793161883,
10K,2,Bitrate,56962430.98143236,81847876.05526441,29205047.486612834,44809257.130933754,53163760.43323534,68953920.06421834,23689836.16105902,79999390.8451688,35462626.037774794,48702676.6378455,
10K,3,Cycles,815731072,800986671,794611727,806411221,792211273,795389044,814095832,821592055,785587274,806554029,
10K,3,Bitrate,48414454.51317458,45305562.194092825,28885866.639764607,40060322.21989041,43642497.60955163,54984378.889422305,38481059.8812857,42361901.575638026,64561703.05900037,45941621.029549405,
10K,4,Cycles,802854887,814428317,804445734,798004289,801203531,824346049,845777409,820052297,817558766,822116120,
10K,4,Bitrate,36799548.42883153,42529692.24904072,45788563.92324094,21217573.40249475,40513781.827614665,48021996.32145353,17485871.943002544,32977961.769843556,58634365.81569966,47543570.45523731,
10K,5,Cycles,815734587,803344354,816791423,826627549,804787153,816831665,824032029,817694639,804784237,818516396,
10K,5,Bitrate,36587944.16782025,38710836.37674628,51421338.47351093,37824458.79348305,30363855.044185225,53436607.10419907,25324099.62264151,51981449.87594554,17984683.7833028,37907919.64695498,
10K,6,Cycles,840754294,838221740,838272029,858675920,830584860,834968548,893323545,843254994,840546066,869437016,
10K,6,Bitrate,24862328.775687408,49029307.03196347,43274229.682619646,38715198.16112676,44352314.91932361,22181884.033570044,27378277.584063746,21862903.008399084,27343417.450262614,19692651.517652452,
10K,7,Cycles,849903277,878536036,859171339,845613733,826830083,846597187,848833695,854867968,852461133,820235934,
10K,7,Bitrate,22357976.553878188,27108274.846548323,32648934.215127327,20014992.932952758,21874037.66743061,29468043.197255574,30821437.359167565,26649917.294656016,30140121.375438597,39367252.94225481,
10K,8,Cycles,875238228,869614712,851704242,934071998,864527812,838595783,893814302,859297029,876832557,869684292,
10K,8,Bitrate,29478155.772134524,23128526.095853526,29875435.49952178,21678068.37097792,19347788.9340616,29865048.55975663,18875865.718837555,30353125.766784452,18248307.593605608,15309097.472821243,
100K,1,Cycles,772121048,768103987,836162072,774532033,781166845,784924219,778115749,799273682,817933265,784946293,
100K,1,Bitrate,561525385.978101,333686883.2475478,475172705.9604481,636999228.1794586,578544171.880788,590982772.0674235,670826598.3600156,150147432.1272505,514290351.2647807,496169507.1191336,
100K,2,Cycles,779900607,782874260,783317574,794861590,800249934,798962670,790835287,800181791,798361790,778869227,
100K,2,Bitrate,447159531.07756376,245795395.72215465,404565387.5897798,566898834.6477479,412086092.20436555,354005134.638368,585544280.2999319,349788642.65499336,489036982.18047255,344631277.5125376,
100K,3,Cycles,893235093,790384821,791269061,812267873,808776470,792834922,807677172,814887110,797168036,792283066,
100K,3,Bitrate,193303732.0281294,368666720.6866953,348440709.5426427,299196607.1752003,396901217.1421971,516843236.5824308,386411812.50562304,317147298.94775707,496743362.2668787,496169507.1191336,
100K,4,Cycles,826773888,809317892,809216249,813554195,804396153,828495894,816339345,805646772,802212612,806926798,
100K,4,Bitrate,522105126.39416504,413325374.32936364,550195970.6645316,347418992.5985844,499487401.7735136,382114528.113879,342194386.69455236,340060751.8606492,234457443.6574548,447450688.47506183,
100K,5,Cycles,811648098,841703010,826201490,815821368,843390185,860831824,818076597,844903251,818930317,853748437,
100K,5,Bitrate,388640859.26931345,332459974.5331398,352950573.88803285,290077993.8201773,468371569.90185386,365568021.7895521,198783560.127278,498617593.4987665,399253292.6795259,786084153.9235873,
100K,6,Cycles,832432405,835297541,832267762,828469115,848918837,836555260,824861775,826445980,819464117,831834164,
100K,6,Bitrate,344493065.6506918,181279615.7433787,202223167.3709611,312304475.2590438,277519896.3573217,279029871.4308917,202879891.1667454,259084137.89775297,376999543.20825106,331914010.51004636,
100K,7,Cycles,851317369,830895922,846522833,850498124,830167078,850095661,845213677,857326081,885772644,832326137,
100K,7,Bitrate,430034272.4405507,304769721.19921947,326117486.4085042,216903846.77734992,196218025.05853462,411691089.9592619,311822655.1229694,319387789.25450826,395758331.8129463,364095987.79273075,
100K,8,Cycles,865102352,887642728,858746184,872307891,852367688,844577330,850176870,880106335,856993725,855382244,
100K,8,Bitrate,273260206.52139336,267453400.54487428,296485791.42290103,210795940.90797547,258188596.0925759,204388426.43507227,258577200.2408188,272609793.46239287,278735607.75533384,174663167.79178527,
1M,1,Cycles,781570427,785599184,781482489,801783848,789635088,789938826,773400490,782843639,795669801,790336988,
1M,1,Bitrate,2122609320.030888,2581202559.5210915,1935121113.6746233,1709140779.5993392,2437097187.0078273,2055522117.7094116,1805530460.7600965,2455637359.633724,1836728549.218626,2273479716.2594986,
1M,2,Cycles,783181772,801512424,784664656,800093727,796924910,787696673,786310290,816216574,808018007,814305819,
1M,2,Bitrate,3238918538.970082,2423666879.4401045,2608375127.0540442,1961771513.1771398,1753781880.6117036,2593952527.9292245,2077367425.6853044,2091941975.6722753,2200123317.210605,2525798427.051831,
1M,3,Cycles,790649822,799525298,819397852,804664084,850241825,833359737,817301902,831365711,793304296,791629460,
1M,3,Bitrate,2611666574.2897863,2401663623.811058,2291245903.1539464,1713385541.2141223,2078471886.1550095,2848475719.626943,1627926344.7384446,1884641496.0004284,2249064950.7051907,2724513867.804863,
1M,4,Cycles,827730797,857554771,803031022,792920986,828174206,808504148,836964788,818470029,814247172,799955796,
1M,4,Bitrate,1550040622.442927,1723541299.5410993,1481322502.8979454,2136659506.214368,2230388088.0400634,2216757314.064516,2562964167.3100233,2610116623.8005934,1135895789.7928007,1571783430.3699799,
1M,5,Cycles,826994809,833715194,821755917,827608020,840561921,823371603,824279386,816749787,831363647,844145664,
1M,5,Bitrate,2510837942.5413547,2556817970.266114,2774136410.0632343,2610116623.8005934,1920858879.1195064,2933253196.234431,1891531212.775227,2157623847.969093,2375075745.1621437,3025051335.98418,
1M,6,Cycles,841242019,832467763,829519250,886644238,847575572,828106638,819884138,840960032,828906489,874892214,
1M,6,Bitrate,2231519762.0873976,1520500090.2693172,3106787822.4134216,2470812646.6876407,2270838523.8693686,1828709568.0266113,1964071234.1650107,2502444672.0364156,2037075734.647522,2802642352.1452923,
1M,7,Cycles,834834171,835969265,871409502,855880409,848058061,854845920,850832372,893433176,841150752,855518776,
1M,7,Bitrate,2394635002.302593,1566255880.022792,1675366510.586734,1863776464.0762792,1706736458.3474169,2535079767.1901436,3382462227.343972,1588172433.3678794,2097179000.3476188,2107732108.5983346,
1M,8,Cycles,848681034,889064440,866258472,880480896,863726007,887313978,897656496,867653952,891696075,865815776,
1M,8,Bitrate,1862099607.7709446,1357631273.6854453,1417981384.307903,2366290408.8258796,2776763640.504459,2172679516.4154625,1393219770.6831393,1909185093.5390959,1888890969.497611,2097179000.3476188,
10M,1,Cycles,807123665,807900353,798077539,854354625,790670528,800203744,806772129,818395086,807213313,790875465,
10M,1,Bitrate,3963989644.9788194,3638997185.6435714,3825344606.6768866,3699179099.6942616,2666775716.167839,3696575166.1394606,3576774399.336376,3813693347.8757396,4084604196.5697303,3742062887.010976,
10M,2,Cycles,822174174,818298032,820128874,817287411,851238184,811928071,841753837,801225972,805480985,843390008,
10M,2,Bitrate,5424915134.65501,5121824308.73164,5208101616.239916,6369941538.667873,4774128482.296942,5504697042.857456,6003032210.477897,6018023105.9320965,5388359662.592769,5248422102.21546,
10M,3,Cycles,860548268,839284757,816609605,857508593,870580086,827665456,844326378,834518486,822322481,835218952,
10M,3,Bitrate,5578268714.340616,7437927466.774902,6341011784.531873,6682057181.432343,7111976893.764554,6374326881.68415,6065957293.386894,6579223622.579752,5806864400.460794,5162480865.221704,
10M,4,Cycles,846366539,841756929,850835422,850355749,849522315,853002939,906372556,845994677,845353955,868726893,
10M,4,Bitrate,6590685040.522993,6600576322.827502,7091050040.072555,5798442968.544637,6582916496.189193,7288170537.913663,6521421279.810202,5621674163.777143,5232421529.204824,4172026951.0318494,
10M,5,Cycles,859553378,870798837,863943390,896673079,881730431,872930335,858997618,863592490,893812469,863642273,
10M,5,Bitrate,6767787198.744326,7106518297.077762,6549463354.895106,6175838951.191308,6567434219.739426,5725225301.25002,6771564519.877596,5453842185.114938,6506346892.17819,6407877192.546077,
10M,6,Cycles,883107182,951242704,908181277,869022067,890036415,873220331,881376621,878666880,870266569,901336236,
10M,6,Bitrate,6730244479.289949,6020597551.134839,6404960968.603935,6395298111.246183,7062298693.061421,6826614685.454404,6462725852.987032,7220861981.0433855,6533652502.0579,6464625746.671077,
10M,7,Cycles,895418513,927511146,908251003,886310388,917994328,887503583,891253926,904009543,926357316,902839272,
10M,7,Bitrate,6372364271.531134,6786977891.790668,6815506758.258175,6938486676.690923,6839486827.912835,5795291225.59494,6523960632.814522,6444850454.972615,7049846134.654163,7135052743.517197,
10M,8,Cycles,907176453,943568361,902651567,916228531,918040061,900150155,901747657,947783874,910384322,968180238,
10M,8,Bitrate,5750395856.704474,6142737541.260519,6207327209.490138,4889842411.656336,5981600463.921389,6418163460.202846,6244674953.20306,6244342471.30799,4884208405.240641,6090633584.135161,
100M,1,Cycles,1010560700,1045540089,1045626331,1037090898,1063057724,990950463,1021239191,1017998728,1015607643,1044905921,
100M,1,Bitrate,5330464727.378943,5761601534.189006,5434375037.853951,5815935151.427273,5587526038.6110735,5591699644.61552,5652126125.518797,5767069517.306763,5717308241.103281,5896216046.311217,
100M,2,Cycles,1115735010,1077312150,1087793753,1115865603,1090651304,1069867959,1108279515,1118304663,1064387983,1095700637,
100M,2,Bitrate,8826876754.89068,6524904324.823453,8780288502.902775,8472323191.446858,8850701852.63878,6654720441.682349,8175225520.0851345,8766178438.287344,6913305986.56258,8879740174.653233,
100M,3,Cycles,1108008533,1124824755,1097662098,1146629744,1136645707,1222350091,1180831632,1187827813,1121605516,1124547805,
100M,3,Bitrate,8207703292.431796,8765173871.376719,7743499743.345665,9146495255.444061,8821852832.478838,7281398336.709788,8283665475.870642,8507620867.638546,8978697278.101387,8765523259.83931,
100M,4,Cycles,1144329992,1118333542,1153647135,1174469544,1138314318,1182721399,1162420775,1152624934,1150246109,1134725875,
100M,4,Bitrate,8468469123.011493,8100092568.278656,7974120664.147659,8519032778.663903,7735566230.871143,9178803222.573189,9205507990.066195,8805074197.889847,8698345366.155825,8153306704.863337,
100M,5,Cycles,1178089842,1161488043,1158799835,1179319713,1210258787,1194488423,1142080060,1137939080,1185119006,1156388567,
100M,5,Bitrate,8082434281.258572,9083776214.934992,8865465288.087282,8157900468.553092,9105474274.365246,8833924303.035751,9012159547.355856,8326755451.201053,8927279392.886467,8326893396.546118,
100M,6,Cycles,1206530344,1197126010,1204021985,1206618572,1209307105,1312777217,1288984763,1249654126,1194753205,1208403004,
100M,6,Bitrate,8219687440.446677,8875797685.4231,8470936138.530506,9093519304.872105,8276708850.0925665,9041687868.948309,8610767772.817535,8697012309.472336,8432969361.501736,8933467417.419367,
100M,7,Cycles,1233856279,1268726490,1340270509,1247899922,1228383148,1268180842,1252786974,1251622769,1257588210,1245761522,
100M,7,Bitrate,8335415448.886657,8832261131.541662,8925762030.100283,8910977803.540142,8625290703.060642,8142551483.743998,9040015233.238867,8566364541.126345,9019714288.710865,8470772985.69248,
100M,8,Cycles,1266116213,1279151608,1242808478,1234764091,1254007096,1273958040,1360219599,1323901883,1284757604,1247963159,
100M,8,Bitrate,8621380741.48187,8940686270.924526,9021865198.808174,8504700713.994755,8926328149.915264,8784431689.140665,8716705625.721739,8760219921.62893,8133629253.577266,8493491165.701954,
1G,1,Cycles,2723563624,2669953881,2581229110,2460683273,2566048260,2662095603,2780633510,2495453170,2434275012,2662751352,
1G,1,Bitrate,6433444927.294818,6960055523.695302,8476811515.805668,8027803244.954875,8407590891.347329,7366701198.210335,7580566888.57814,8020585079.023982,7841373280.540093,7434603947.91352,
1G,2,Cycles,3404804625,3190839247,3423937692,3106669180,3371153528,3475355800,3268365306,3545933770,3408213697,3418038661,
1G,2,Bitrate,8867854227.33969,8063537564.731234,9281208369.431725,8819506918.26004,9278772693.631369,9098686547.98094,8738560609.135113,9225804697.03729,9336753992.020338,9052739058.575155,
1G,3,Cycles,3800050531,3899898277,3525406346,3384057102,3699123759,3828773194,3568882752,3999145925,4071265067,4048123192,
1G,3,Bitrate,9261144466.587042,8307810390.889182,8946963820.817339,9081861235.961834,9144114074.782713,8264456059.740035,8533417514.284766,9225032247.458286,9186967538.798313,9235813342.405558,
1G,4,Cycles,3962772585,4016276312,3946434514,3987017858,3810734611,3764020473,3690892605,3925085772,4111234970,3759050423,
1G,4,Bitrate,9157801591.361326,9157771330.964714,9351267451.535942,8927361857.648045,8815251559.655277,9126403777.6832,9186730944.21838,9252705927.46745,9250712703.263525,8849664170.427176,
1G,5,Cycles,4129890096,3786518422,4015136507,4136838797,3914265772,4173999283,4073901533,4266948228,4117078409,4067182633,
1G,5,Bitrate,8952959984.912397,9148425790.779707,9165256392.544521,9378794111.535616,9068054971.655773,9249309171.617245,9235486631.03011,9130701118.063925,9073430762.592537,9242840861.073633,
1G,6,Cycles,4453740664,4352126158,4253896382,4384165173,4213061486,4181776221,4272363016,4457625125,4289565220,4186575879,
1G,6,Bitrate,8973939591.131361,9025193233.750782,9280517454.153915,9313460770.347921,9282392010.0654,9246790532.53179,8989689586.848207,9123988589.686121,9317167439.70895,9225556648.66918,
1G,7,Cycles,4397803563,4307204050,4419395626,4482387981,4373910024,4436550644,4541768762,4545393966,4421687573,4423259099,
1G,7,Bitrate,9260746929.743713,9181046969.634506,9270309169.592363,9231645954.931759,9346282379.468094,9241160013.082197,9379826950.07307,9242302638.688286,9290453571.055511,9297977220.863358,
1G,8,Cycles,4553468317,4406440898,4641026773,4430760229,4609790964,4661101195,4440142082,4525875364,4567602116,4463318891,
1G,8,Bitrate,9329198886.612131,9252784343.592539,9250812462.840551,9266070087.819448,9196241799.288057,9360224813.702177,9268580166.882195,9084581721.84769,9353326102.145462,9156219008.15344,
10G,1,Cycles,15438527432,13500471327,13990318373,13633220779,13454566151,16186546313,12885125826,13200349506,13620052605,13394152076,
10G,1,Bitrate,6599124098.476793,7951005389.753173,6732605867.261836,7965680196.503944,8226579721.921354,7910481236.782126,9028527797.38314,8969224232.034376,8322847693.307761,8424094589.201776,
10G,2,Cycles,19823185786,21306137655,20124565861,17253259258,18288384826,17238255313,18384081491,19441948203,19871801439,21932377474,
10G,2,Bitrate,9335139193.947159,9173243679.929207,9230684511.279135,8593868757.811985,8959434047.98681,8910700159.065876,9106829333.675806,9017028040.73109,9241152191.100574,9240096345.124678,
10G,3,Cycles,19496413623,28170383197,28560782449,30458479388,19945844372,28307114858,25939534792,28361720767,27466476096,30139333631,
10G,3,Bitrate,9291709542.59329,9301898034.978516,9278924437.844381,9323638655.80885,9301966479.933666,9363085937.849998,9336464133.943932,9346620129.069633,9102989098.727997,9311996979.060429,
10G,4,Cycles,22822374332,28742500870,28119193206,29034311037,29149155119,29921788081,23900946348,29126888234,24398041611,28386800449,
10G,4,Bitrate,9357349640.762123,9381701534.742935,9178430914.579523,9340895991.9021,9299809387.283417,9406429768.922533,9360186148.692045,9280144307.060574,9205189063.71797,9384599027.720985,
10G,5,Cycles,31126096112,29488361417,31542646991,29790587195,28666237513,29064512757,30144098335,30558041031,29917105617,29648921276,
10G,5,Bitrate,9342850501.871218,9305276815.391882,9340583113.721357,9347730777.237478,9279794374.465204,9371990635.126642,9366575313.891222,9320831244.884487,9392818849.585543,9375787966.297136,
10G,6,Cycles,34764629745,32661298032,29552282817,29877562722,31343256374,31475159859,31623402769,29876219170,31072784350,30749029505,
10G,6,Bitrate,9402434588.71221,9391108963.038631,9333508028.94079,9408709585.419813,9345266610.699707,9373471642.913277,9370714573.995632,9341737137.547417,9384857413.511007,9407741124.098873,
10G,7,Cycles,33467135401,33263590656,33045476078,32319257624,33021336321,32575402915,33540512564,33757859433,30478831629,34115992084,
10G,7,Bitrate,9368017829.460493,9296948893.65555,9344300017.227484,9357839853.512053,9380857085.112331,9349892933.005447,9354007501.46454,9234791854.340187,9389863664.417212,9388796318.719486,
10G,8,Cycles,35300420533,35816606773,33558326880,34299227267,34343654147,33059530504,34348843448,35226191531,34097393423,34567667641,
10G,8,Bitrate,9361163328.488724,9406743881.205898,9383423148.764717,9391136623.773909,9390384211.93149,9407434068.660992,9390659315.356106,9365304135.07553,9406364689.64212,9392556597.18236,
100G,1,Cycles,122848124558,121812938011,127927114452,125734518138,120598632257,121465071807,120325197000,124388486925,121527661166,124752262179,
